Cash Positions Details,,,,,,,,Account Details,,,,,,Future Positions List,,,,,
Client ID,Accounting Balance,Accounting Balance,Value Date,Balance at Value Date,Balance at Value Date,Exchange Values Rate,Last Booking Date,IBAN,KBL Cash Account Number,Client Name,Account Title,Account Type,Account currency,Future Date D+1,Future Position D+1,Future Date D+2,Future Position D+2,Future Date D+3,Future Position D+3
,,Exchange Value (EUR),,,Exchange Value (EUR),,,,,,,,,,,,,,
ID-E822FC61,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",29/03/2024,ID-C8BA2199,ID-E822FC61,,ID-C92D8733,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B038710D,"35.862,64","41.067,41",31/12/2025,"35.862,64","41.067,41","1,145,130,784,275,790",31/12/2025,ID-DCE9DF27,ID-B038710D,,ID-E4693E42,CC,GBP,02/01/2026,"35.862,64",05/01/2026,"35.862,64",06/01/2026,"35.862,64"
ID-B038710D,"91,80","91,80",31/12/2025,"91,80","91,80","1,00",20/11/2025,ID-DCE9DF27,ID-B038710D,,ID-E4693E42,75,EUR,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B038710D,"359,89","412,12",31/12/2025,"359,89","412,12","1,145,130,784,275,790",29/12/2025,ID-DCE9DF27,ID-B038710D,,ID-E4693E42,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B038710D,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",19/12/2025,ID-DCE9DF27,ID-B038710D,,ID-E4693E42,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B038710D,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",17/07/2023,ID-DCE9DF27,ID-B038710D,,ID-E4693E42,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B038710D,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-DCE9DF27,ID-B038710D,,ID-E4693E42,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AD4BF021,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",09/06/2025,ID-E2CFF5F6,ID-AD4BF021,,ID-B91CF4ED,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AD4BF021,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",21/10/2025,ID-E2CFF5F6,ID-AD4BF021,,ID-B91CF4ED,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AD4BF021,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",07/02/2025,ID-E2CFF5F6,ID-AD4BF021,,ID-B91CF4ED,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AD4BF021,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",26/06/2023,ID-E2CFF5F6,ID-AD4BF021,,ID-B91CF4ED,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AD4BF021,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",28/03/2025,ID-E2CFF5F6,ID-AD4BF021,,ID-B91CF4ED,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-D4D51A9E,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",18/10/2024,ID-2C8E1A4F,ID-D4D51A9E,,ID-9EF23991,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-D4D51A9E,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",22/08/2024,ID-2C8E1A4F,ID-D4D51A9E,,ID-9EF23991,Dépôts/Emprunts à terme,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-D4D51A9E,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",30/09/2024,ID-2C8E1A4F,ID-D4D51A9E,,ID-9EF23991,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-74ABE654,"7.058,20","8.082,56",31/12/2025,"7.058,20","8.082,56","1,145,130,784,275,790",31/12/2025,ID-9AA91892,ID-74ABE654,,ID-94BE3285,CC,GBP,02/01/2026,"7.058,20",05/01/2026,"7.058,20",06/01/2026,"7.058,20"
ID-74ABE654,"0,05","0,06",31/12/2025,"0,05","0,06","1,145,130,784,275,790",30/09/2024,ID-9AA91892,ID-74ABE654,,ID-94BE3285,CC,GBP,02/01/2026,"0,05",05/01/2026,"0,05",06/01/2026,"0,05"
ID-74ABE654,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-9AA91892,ID-74ABE654,,ID-94BE3285,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-74ABE654,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",28/06/2023,ID-9AA91892,ID-74ABE654,,ID-94BE3285,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-74ABE654,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-9AA91892,ID-74ABE654,,ID-94BE3285,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-F7BFE33F,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",05/12/2024,ID-741FED41,ID-F7BFE33F,,ID-79043394,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-F7BFE33F,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",06/02/2023,ID-741FED41,ID-F7BFE33F,,ID-79043394,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-F7BFE33F,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",29/03/2024,ID-741FED41,ID-F7BFE33F,,ID-79043394,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-FC4D6C19,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",06/02/2025,ID-FB26709D,ID-FC4D6C19,,ID-CDD0CFA3,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-FC4D6C19,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",06/02/2023,ID-FB26709D,ID-FC4D6C19,,ID-CDD0CFA3,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-FC4D6C19,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",21/08/2023,ID-FB26709D,ID-FC4D6C19,,ID-CDD0CFA3,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-FC4D6C19,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",30/06/2022,ID-FB26709D,ID-FC4D6C19,,ID-CDD0CFA3,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-208653D7,"1,53","1,75",31/12/2025,"1,53","1,75","1,145,130,784,275,790",30/09/2025,ID-41D7119D,ID-208653D7,,ID-9B2BAC7F,CC,GBP,02/01/2026,"1,53",05/01/2026,"1,53",06/01/2026,"1,53"
ID-208653D7,"1.684.371,00","1.928.825,08",31/12/2025,"1.684.371,00","1.928.825,08","1,145,130,784,275,790",06/03/2023,ID-41D7119D,ID-208653D7,,ID-9B2BAC7F,Dépôts/Emprunts à terme,GBP,02/01/2026,"1.684.371,00",05/01/2026,"1.684.371,00",06/01/2026,"1.684.371,00"
ID-208653D7,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",30/09/2025,ID-41D7119D,ID-208653D7,,ID-9B2BAC7F,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B663285E,"1,53","1,75",31/12/2025,"1,53","1,75","1,145,130,784,275,790",30/09/2025,ID-45C6ABE6,ID-B663285E,,ID-0B44D3A3,CC,GBP,02/01/2026,"1,53",05/01/2026,"1,53",06/01/2026,"1,53"
ID-B663285E,"1.684.371,00","1.928.825,08",31/12/2025,"1.684.371,00","1.928.825,08","1,145,130,784,275,790",09/09/2024,ID-45C6ABE6,ID-B663285E,,ID-0B44D3A3,Dépôts/Emprunts à terme,GBP,02/01/2026,"1.684.371,00",05/01/2026,"1.684.371,00",06/01/2026,"1.684.371,00"
ID-B663285E,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",30/09/2025,ID-45C6ABE6,ID-B663285E,,ID-0B44D3A3,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-1812E771,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",23/04/2024,ID-0E511A2C,ID-1812E771,,ID-F3C8B711,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-1812E771,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",06/02/2023,ID-0E511A2C,ID-1812E771,,ID-F3C8B711,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-1812E771,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",29/03/2024,ID-0E511A2C,ID-1812E771,,ID-F3C8B711,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AC7FBF06,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",06/09/2024,ID-AD53B271,ID-AC7FBF06,,ID-DD0E4AA1,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AC7FBF06,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",05/09/2024,ID-AD53B271,ID-AC7FBF06,,ID-DD0E4AA1,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B732080E,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",11/09/2024,ID-8CFC3967,ID-B732080E,,ID-B8A7FDD1,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-F66EB57D,"129.432,65","148.217,31",31/12/2025,"129.432,65","148.217,31","1,145,130,784,275,790",31/12/2025,ID-308F7EDB,ID-F66EB57D,,ID-05C3FE06,CC,GBP,02/01/2026,"129.432,65",05/01/2026,"129.432,65",06/01/2026,"129.432,65"
ID-F66EB57D,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-308F7EDB,ID-F66EB57D,,ID-05C3FE06,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-FD9D79B6,"4.692,35","5.373,35",31/12/2025,"4.692,35","5.373,35","1,145,130,784,275,790",31/12/2025,ID-1E558821,ID-FD9D79B6,,ID-5FC00DA5,CC,GBP,02/01/2026,"4.692,35",05/01/2026,"4.692,35",06/01/2026,"4.692,35"
ID-FD9D79B6,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-1E558821,ID-FD9D79B6,,ID-5FC00DA5,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E8B042AC,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",23/09/2024,ID-13A6281D,ID-E8B042AC,,ID-06CB689F,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E8B042AC,"0,00","0,00",31/12/2025,"0,00","0,00","10,746,448,298,837,200",03/04/2024,ID-13A6281D,ID-E8B042AC,,ID-06CB689F,75,CHF,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E8B042AC,"0,00","0,00",31/12/2025,"0,00","0,00","0,1338746319341458",10/03/2023,ID-13A6281D,ID-E8B042AC,,ID-06CB689F,75,DKK,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E8B042AC,"0,00","0,00",31/12/2025,"0,00","0,00","1,00",07/08/2024,ID-13A6281D,ID-E8B042AC,,ID-06CB689F,75,EUR,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E8B042AC,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",11/09/2024,ID-13A6281D,ID-E8B042AC,,ID-06CB689F,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E8B042AC,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",18/09/2024,ID-13A6281D,ID-E8B042AC,,ID-06CB689F,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E8B042AC,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",19/08/2024,ID-13A6281D,ID-E8B042AC,,ID-06CB689F,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-82FD12E9,"0,00","0,00",31/12/2025,"0,00","0,00","0,6211124723278957",19/05/2023,ID-2CCEFFCD,ID-82FD12E9,,ID-01232953,CC,CAD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-82FD12E9,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",22/05/2025,ID-2CCEFFCD,ID-82FD12E9,,ID-01232953,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-82FD12E9,"0,00","0,00",31/12/2025,"0,00","0,00","1,00",01/10/2024,ID-2CCEFFCD,ID-82FD12E9,,ID-01232953,75,EUR,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-82FD12E9,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",25/01/2023,ID-2CCEFFCD,ID-82FD12E9,,ID-01232953,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-82FD12E9,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",15/10/2024,ID-2CCEFFCD,ID-82FD12E9,,ID-01232953,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-82FD12E9,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",19/08/2024,ID-2CCEFFCD,ID-82FD12E9,,ID-01232953,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-BDA1B913,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",08/08/2024,ID-69CE35F5,ID-BDA1B913,,ID-E9FD1B9F,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-BDA1B913,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",05/08/2024,ID-69CE35F5,ID-BDA1B913,,ID-E9FD1B9F,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-9681B028,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",09/01/2025,ID-B80CBF47,ID-9681B028,,ID-39ED1E65,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-9681B028,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",06/02/2023,ID-B80CBF47,ID-9681B028,,ID-39ED1E65,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-9681B028,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",26/06/2023,ID-B80CBF47,ID-9681B028,,ID-39ED1E65,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-9681B028,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",29/03/2024,ID-B80CBF47,ID-9681B028,,ID-39ED1E65,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-5EA76B85,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",09/01/2025,ID-75CBEC64,ID-5EA76B85,,ID-92EEFEE2,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-5EA76B85,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",06/02/2023,ID-75CBEC64,ID-5EA76B85,,ID-92EEFEE2,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-5EA76B85,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",26/06/2023,ID-75CBEC64,ID-5EA76B85,,ID-92EEFEE2,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-5EA76B85,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",29/03/2024,ID-75CBEC64,ID-5EA76B85,,ID-92EEFEE2,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-838A0CF1,"11.624,18","13.311,21",31/12/2025,"11.624,18","13.311,21","1,145,130,784,275,790",31/12/2025,ID-1AEDBB5A,ID-838A0CF1,,ID-E03E73A6,CC,GBP,02/01/2026,"11.624,18",05/01/2026,"11.624,18",06/01/2026,"11.624,18"
ID-838A0CF1,"14.892,73","17.054,12",31/12/2025,"14.892,73","17.054,12","1,145,130,784,275,790",31/12/2025,ID-1AEDBB5A,ID-838A0CF1,,ID-E03E73A6,CC,GBP,02/01/2026,"14.892,73",05/01/2026,"14.892,73",06/01/2026,"14.892,73"
ID-838A0CF1,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",06/02/2023,ID-1AEDBB5A,ID-838A0CF1,,ID-E03E73A6,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-838A0CF1,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-1AEDBB5A,ID-838A0CF1,,ID-E03E73A6,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E67121EA,"184.170,24","210.899,01",31/12/2025,"184.170,24","210.899,01","1,145,130,784,275,790",31/12/2025,ID-A05FCB93,ID-E67121EA,,ID-9707AD58,CC,GBP,02/01/2026,"184.170,24",05/01/2026,"184.170,24",06/01/2026,"184.170,24"
ID-E67121EA,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",10/10/2022,ID-A05FCB93,ID-E67121EA,,ID-9707AD58,CC,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E67121EA,"1.751,13","2.005,27",31/12/2025,"1.751,13","2.005,27","1,145,130,784,275,790",31/12/2025,ID-A05FCB93,ID-E67121EA,,ID-9707AD58,CC,GBP,02/01/2026,"1.751,13",05/01/2026,"1.751,13",06/01/2026,"1.751,13"
ID-E67121EA,"0,00","0,00",31/12/2025,"0,00","0,00","10,746,448,298,837,200",31/03/2025,ID-A05FCB93,ID-E67121EA,,ID-9707AD58,75,CHF,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E67121EA,"280,50","280,50",31/12/2025,"280,50","280,50","1,00",31/12/2025,ID-A05FCB93,ID-E67121EA,,ID-9707AD58,75,EUR,02/01/2026,"0,00",05/01/2026,"280,50",06/01/2026,"280,50"
ID-E67121EA,"254,73","291,70",31/12/2025,"254,73","291,70","1,145,130,784,275,790",05/12/2025,ID-A05FCB93,ID-E67121EA,,ID-9707AD58,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E67121EA,"893,49","760,70",31/12/2025,"893,49","760,70","0,851376620027081",29/12/2025,ID-A05FCB93,ID-E67121EA,,ID-9707AD58,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E67121EA,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",06/10/2022,ID-A05FCB93,ID-E67121EA,,ID-9707AD58,76,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E67121EA,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-A05FCB93,ID-E67121EA,,ID-9707AD58,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AC12A7EF,"14,57","16,68",31/12/2025,"14,57","16,68","1,145,130,784,275,790",31/12/2025,ID-BE84152A,ID-AC12A7EF,,ID-9707AD58,CC,GBP,02/01/2026,"14,57",05/01/2026,"14,57",06/01/2026,"14,57"
ID-AC12A7EF,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-BE84152A,ID-AC12A7EF,,ID-9707AD58,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-33EF7A1F,"0,00","0,00",31/12/2025,"0,00","0,00","0,6211124723278957",19/05/2023,ID-BCE0DD87,ID-33EF7A1F,,ID-CA61BEAC,CC,CAD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-33EF7A1F,"0,00","0,00",31/12/2025,"0,00","0,00","1,00",22/02/2024,ID-BCE0DD87,ID-33EF7A1F,,ID-CA61BEAC,CC,EUR,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-33EF7A1F,"21.087,42","24.147,85",31/12/2025,"21.087,42","24.147,85","1,145,130,784,275,790",31/12/2025,ID-BCE0DD87,ID-33EF7A1F,,ID-CA61BEAC,CC,GBP,02/01/2026,"21.087,42",05/01/2026,"21.087,42",06/01/2026,"21.087,42"
ID-33EF7A1F,"0,00","0,00",31/12/2025,"0,00","0,00","10,746,448,298,837,200",31/03/2025,ID-BCE0DD87,ID-33EF7A1F,,ID-CA61BEAC,75,CHF,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-33EF7A1F,"0,00","0,00",31/12/2025,"0,00","0,00","0,1338746319341458",10/03/2023,ID-BCE0DD87,ID-33EF7A1F,,ID-CA61BEAC,75,DKK,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-33EF7A1F,"28,05","28,05",31/12/2025,"28,05","28,05","1,00",31/12/2025,ID-BCE0DD87,ID-33EF7A1F,,ID-CA61BEAC,75,EUR,02/01/2026,"0,00",05/01/2026,"28,05",06/01/2026,"28,05"
ID-33EF7A1F,"22,89","26,21",31/12/2025,"22,89","26,21","1,145,130,784,275,790",05/12/2025,ID-BCE0DD87,ID-33EF7A1F,,ID-CA61BEAC,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-33EF7A1F,"85,92","73,15",31/12/2025,"85,92","73,15","0,851376620027081",29/12/2025,ID-BCE0DD87,ID-33EF7A1F,,ID-CA61BEAC,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-33EF7A1F,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-BCE0DD87,ID-33EF7A1F,,ID-CA61BEAC,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-EDF82D9E,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",04/10/2023,ID-29E5D3E9,ID-EDF82D9E,,ID-B10DD055,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-EDF82D9E,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",25/04/2023,ID-29E5D3E9,ID-EDF82D9E,,ID-B10DD055,Dépôts/Emprunts à terme,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-EDF82D9E,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",22/08/2023,ID-29E5D3E9,ID-EDF82D9E,,ID-B10DD055,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B74B31A7,"37.871,75","43.368,11",31/12/2025,"37.871,75","43.368,11","1,145,130,784,275,790",31/12/2025,ID-04EC202F,ID-B74B31A7,,ID-B10DD055,CC,GBP,02/01/2026,"37.871,75",05/01/2026,"37.871,75",06/01/2026,"37.871,75"
ID-B74B31A7,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",03/11/2023,ID-04EC202F,ID-B74B31A7,,ID-B10DD055,Dépôts/Emprunts à terme,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B74B31A7,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-04EC202F,ID-B74B31A7,,ID-B10DD055,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-8040C2A1,"13.181,80","15.094,88",31/12/2025,"13.181,80","15.094,88","1,145,130,784,275,790",31/12/2025,ID-55C985E4,ID-8040C2A1,,ID-7F2124BC,CC,GBP,02/01/2026,"13.181,80",05/01/2026,"13.181,80",06/01/2026,"13.181,80"
ID-8040C2A1,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",23/10/2023,ID-55C985E4,ID-8040C2A1,,ID-7F2124BC,Dépôts/Emprunts à terme,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-8040C2A1,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",07/02/2025,ID-55C985E4,ID-8040C2A1,,ID-7F2124BC,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-8040C2A1,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",12/02/2025,ID-55C985E4,ID-8040C2A1,,ID-7F2124BC,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-8040C2A1,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",03/03/2025,ID-55C985E4,ID-8040C2A1,,ID-7F2124BC,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-8040C2A1,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-55C985E4,ID-8040C2A1,,ID-7F2124BC,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-FE1DBF57,"17.222,56","19.722,08",31/12/2025,"17.222,56","19.722,08","1,145,130,784,275,790",31/12/2025,ID-1951A343,ID-FE1DBF57,,ID-18E8FF51,CC,GBP,02/01/2026,"17.222,56",05/01/2026,"17.222,56",06/01/2026,"17.222,56"
ID-FE1DBF57,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",23/01/2023,ID-1951A343,ID-FE1DBF57,,ID-18E8FF51,Dépôts/Emprunts à terme,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-FE1DBF57,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",07/02/2025,ID-1951A343,ID-FE1DBF57,,ID-18E8FF51,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
